Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
H	Commence par	Période de temps composée de 60 minutes.	Heure	Definición	Medio	FR
H	Commence par	La saison la plus froide de l'année, où il peut neiger.	Hiver	Definición	Medio	FR
I	Commence par	Ce que l'on a dans la tête quand on pense ou invente quelque chose de nouveau.	Idée	Definición	Medio	FR
I	Commence par	Terre qui est complètement entourée par l'eau.	Île	Definición	Medio	FR
I	Commence par	Représentation visuelle, comme un dessin ou une photographie.	Image	Definición	Medio	FR
J	Commence par	Période de 24 heures, ou la période où il fait clair dehors.	Jour	Definición	Medio	FR
J	Commence par	Qui n'est pas vieux, qui a peu d'années de vie.	Jeune	Definición	Medio	FR
J	Commence par	Partie du corps humain utilisée pour marcher, située entre le pied et le bassin.	Jambe	Definición	Medio	FR
K	Commence par	Unité de poids qui vaut mille grammes.	Kilo	Definición	Medio	FR
K	Commence par	Petit fruit vert à l'intérieur avec une peau marron et poilue.	Kiwi	Definición	Medio	FR
K	Commence par	Petite boutique dans la rue qui vend des journaux et des magazines.	Kiosque	Definición	Medio	FR
L	Commence par	Objet avec des pages en papier utilisé pour lire des histoires ou étudier.	Livre	Definición	Medio	FR
L	Commence par	Meuble confortable sur lequel on s'allonge pour dormir la nuit.	Lit	Definición	Medio	FR
L	Commence par	Liquide blanc produit par les vaches que l'on boit souvent au petit-déjeuner.	Lait	Definición	Medio	FR
M	Commence par	Bâtiment où habite une famille.	Maison	Definición	Medio	FR
M	Commence par	Partie du corps située à la fin du bras, avec cinq doigts.	Main	Definición	Medio	FR
M	Commence par	La première partie de la journée, du lever du soleil jusqu'à midi.	Matin	Definición	Medio	FR
N	Commence par	Période sombre de la journée où le soleil n'est pas là et où l'on dort.	Nuit	Definición	Medio	FR
N	Commence par	Mot qui sert à appeler ou identifier une personne ou une chose.	Nom	Definición	Medio	FR
N	Commence par	Partie du visage située au milieu, utilisée pour respirer et sentir les odeurs.	Nez	Definición	Medio	FR
O	Commence par	Animal avec des plumes et des ailes qui vole dans le ciel.	Oiseau	Definición	Medio	FR
O	Commence par	Organe du visage qui permet de voir (mot au singulier).	Œil	Definición	Medio	FR
O	Commence par	Machine électronique avec un écran et un clavier pour travailler, chercher ou jouer.	Ordinateur	Definición	Medio	FR
P	Commence par	Aliment de base cuit au four, fait avec de la farine et de l'eau.	Pain	Definición	Medio	FR
P	Commence par	L'homme qui a des enfants, le papa.	Père	Definición	Medio	FR
P	Commence par	Ouverture en bois ou en métal pour entrer et sortir d'une pièce ou d'une maison.	Porte	Definición	Medio	FR
Q	Commence par	Phrase que l'on dit pour demander quelque chose ou obtenir une information.	Question	Definición	Medio	FR
Q	Commence par	Partie d'une ville où vivent des habitants.	Quartier	Definición	Medio	FR
Q	Commence par	Le chiffre qui vient juste après trois.	Quatre	Definición	Medio	FR
R	Commence par	Couleur du sang ou d'une tomate mûre.	Rouge	Definición	Medio	FR
R	Commence par	Route dans une ville avec des maisons et des magasins de chaque côté.	Rue	Definición	Medio	FR
R	Commence par	Nourriture que l'on mange à un moment précis de la journée, comme le déjeuner ou le dîner.	Repas	Definición	Medio	FR
S	Commence par	Étoile jaune qui brille dans le ciel le jour et donne de la lumière et de la chaleur.	Soleil	Definición	Medio	FR
S	Commence par	Période de sept jours, qui commence le lundi et finit le dimanche.	Semaine	Definición	Medio	FR
S	Commence par	Fille qui a les mêmes parents que vous.	Sœur	Definición	Medio	FR
T	Commence par	Meuble plat avec des pieds, sur lequel on mange ou on travaille.	Table	Definición	Medio	FR
T	Commence par	Partie supérieure du corps humain avec le visage, les cheveux et le cerveau.	Tête	Definición	Medio	FR
T	Commence par	La planète sur laquelle nous vivons, ou le sol sous nos pieds.	Terre	Definición	Medio	FR
U	Commence par	Grand bâtiment avec des machines où l'on fabrique des produits.	Usine	Definición	Medio	FR
U	Commence par	Qui sert à quelque chose, qui est pratique et rend service.	Utile	Definición	Medio	FR
U	Commence par	Le tout premier chiffre avec lequel on commence à compter.	Un	Definición	Medio	FR
V	Commence par	Véhicule à quatre roues et un moteur pour se déplacer sur la route.	Voiture	Definición	Medio	FR
V	Commence par	Grand lieu avec beaucoup d'habitants, de maisons, de rues et de magasins, comme Paris.	Ville	Definición	Medio	FR
V	Commence par	Nourriture qui provient des animaux (bœuf, poulet, porc, etc.).	Viande	Definición	Medio	FR
W	Commence par	Partie d'un train, sans moteur, destinée à transporter des voyageurs ou des marchandises.	Wagon	Definición	Medio	FR
W	Commence par	Fin de la semaine, samedi et dimanche, où l'on ne travaille généralement pas.	Week-end	Definición	Medio	FR
W	Commence par	Réseau informatique mondial utilisé pour trouver des informations sur Internet.	Web	Definición	Medio	FR
X	Contient la	Le nombre qui vient exactement après neuf.	Dix	Definición	Medio	FR
X	Contient la	Le nombre qui vient exactement après cinq.	Six	Definición	Medio	FR
X	Contient la	Voiture avec un chauffeur que l'on paie pour nous emmener à une adresse précise.	Taxi	Definición	Medio	FR
Y	Commence par	Organes du visage qui permettent de voir (mot au pluriel).	Yeux	Definición	Medio	FR
Y	Commence par	Produit laitier crémeux que l'on mange souvent avec une cuillère au dessert.	Yaourt	Definición	Medio	FR
Y	Contient la	Objet en plastique ou en métal avec de l'encre, utilisé pour écrire sur du papier.	Stylo	Definición	Medio	FR
Z	Commence par	Animal sauvage d'Afrique qui ressemble à un cheval, avec des rayures noires et blanches.	Zèbre	Definición	Medio	FR
Z	Commence par	Le chiffre qui veut dire qu'il n'y a rien.	Zéro	Definición	Medio	FR
Z	Commence par	Grand parc fermé où l'on peut aller voir des animaux sauvages.	Zoo	Definición	Medio	FR
A	Commence par	Action d'obtenir quelque chose en échange d'argent.	Achat	Definición	Difícil	FR
A	Commence par	Le temps qui vient après le présent; le futur.	Avenir	Definición	Difícil	FR
A	Commence par	Arriver à un but ou à un objectif précis.	Atteindre	Definición	Difícil	FR
B	Commence par	État de satisfaction complète et de joie.	Bonheur	Definición	Difícil	FR
B	Commence par	Son fort, souvent désagréable ou non harmonieux.	Bruit	Definición	Difícil	FR
B	Commence par	Lésion physique faite au corps par un choc ou une arme.	Blessure	Definición	Difícil	FR
C	Commence par	Sentiment de sécurité envers quelqu'un ou quelque chose.	Confiance	Definición	Difícil	FR
C	Commence par	Organe situé dans la tête, centre du système nerveux.	Cerveau	Definición	Difícil	FR
C	Commence par	Énergie thermique ou sensation de température élevée.	Chaleur	Definición	Difícil	FR
D	Commence par	Action de trouver ce qui était caché ou inconnu.	Découverte	Definición	Difícil	FR
D	Commence par	Situation où l'on risque de subir un mal ou un accident.	Danger	Definición	Difícil	FR
D	Commence par	Sensation physique ou morale pénible et désagréable.	Douleur	Definición	Difícil	FR
E	Commence par	Surface d'un appareil (TV, mobile) où s'affichent les images.	Écran	Definición	Difícil	FR
E	Commence par	Sentiment qui fait croire que ce que l'on désire est possible.	Espoir	Definición	Difícil	FR
E	Commence par	Objet composé de deux montants et de barreaux pour monter.	Échelle	Definición	Difícil	FR
F	Commence par	Limite qui sépare deux États ou deux territoires.	Frontière	Definición	Difícil	FR
F	Commence par	Qui respecte ses engagements et ses amitiés.	Fidèle	Definición	Difícil	FR
F	Commence par	Sentiment de satisfaction et de dignité envers soi-même.	Fierté	Definición	Difícil	FR
G	Commence par	Action de remporter une victoire ou un prix.	Gagner	Definición	Difícil	FR
G	Commence par	Arrêt collectif du travail pour obtenir des revendications.	Grève	Definición	Difícil	FR
G	Commence par	Mot familier pour désigner un enfant ou un jeune garçon.	Gamin	Definición	Difícil	FR
H	Commence par	État d'esprit ou disposition émotionnelle du moment.	Humeur	Definición	Difícil	FR
H	Commence par	Sentiment d'humiliation ou de malaise après une faute.	Honte	Definición	Difícil	FR
H	Commence par	Sentiment de profonde hostilité envers quelqu'un.	Haine	Definición	Difícil	FR
I	Commence par	État de trouble causé par une peur ou un souci.	Inquiétude	Definición	Difícil	FR
I	Commence par	Signe ou fait qui permet de deviner ou de prouver quelque chose.	Indice	Definición	Difícil	FR
I	Commence par	État de celui qui a trop bu d'alcool.	Ivresse	Definición	Difícil	FR
J	Commence par	Chacun des deux enfants nés d'une même grossesse.	Jumeau	Definición	Difícil	FR
J	Commence par	Sentiment d'envie envers quelqu'un qui possède un avantage.	Jalousie	Definición	Difícil	FR
J	Commence par	Qualité de ce qui est exact, précis ou fondé.	Justesse	Definición	Difícil	FR
K	Commence par	Avertisseur sonore d'un véhicule.	Klaxon	Definición	Difícil	FR
K	Commence par	Petite construction sur le trottoir pour vendre des journaux.	Kiosque	Definición	Difícil	FR
K	Commence par	Fête populaire en plein air, souvent organisée par une école.	Kermesse	Definición	Difícil	FR
L	Commence par	Lumière faible et diffuse.	Lueur	Definición	Difícil	FR
L	Commence par	Prix payé chaque mois pour occuper un logement.	Loyer	Definición	Difícil	FR
L	Commence par	Effort vigoureux pour obtenir quelque chose ou vaincre.	Lutte	Definición	Difícil	FR
M	Commence par	Signe ou parole qui annonce un danger ou un mal futur.	Menace	Definición	Difícil	FR
M	Commence par	Sentiment par lequel on juge quelqu'un indigne d'estime.	Mépris	Definición	Difícil	FR
M	Commence par	Ce qui sert pour parvenir à un résultat ou un but.	Moyen	Definición	Difícil	FR
N	Commence par	Étage ou degré d'une échelle ou d'une valeur.	Niveau	Definición	Difícil	FR
N	Commence par	Entrelacement d'un fil ou d'une corde que l'on serre.	Noeud	Definición	Difícil	FR
N	Commence par	Faire du mal ou causer un préjudice à quelqu'un.	Nuire	Definición	Difícil	FR
O	Commence par	Perturbation atmosphérique avec du vent, de la pluie et du tonnerre.	Orage	Definición	Difícil	FR
O	Commence par	Sensation perçue par le sens de l'odorat.	Odeur	Definición	Difícil	FR
O	Commence par	Objet fabriqué qui sert à faire un travail manuel.	Outil	Definición	Difícil	FR
P	Commence par	Ce qui sert à établir la vérité d'un fait.	Preuve	Definición	Difícil	FR
P	Commence par	Action de diviser et distribuer quelque chose entre plusieurs personnes.	Partage	Definición	Difícil	FR
P	Commence par	Mesure de la force de gravitation sur un corps; sa lourdeur.	Poids	Definición	Difícil	FR
Q	Commence par	Qui se fait ou revient tous les jours.	Quotidien	Definición	Difícil	FR
Q	Commence par	Ce qui rend une chose supérieure aux autres; sa valeur.	Qualité	Definición	Difícil	FR
Q	Commence par	Recherche longue et difficile de quelque chose ou quelqu'un.	Quête	Definición	Difícil	FR
R	Commence par	Images et pensées qui surviennent pendant le sommeil.	Rêve	Definición	Difícil	FR
R	Commence par	Action de livrer une marchandise ou de pardonner une peine.	Remise	Definición	Difícil	FR
R	Commence par	Prix exigé pour la libération d'une personne enlevée.	Rançon	Definición	Difícil	FR
S	Commence par	État de bon fonctionnement de l'organisme.	Santé	Definición	Difícil	FR
S	Commence par	Connaissances approfondies et prudence dans la conduite.	Sagesse	Definición	Difícil	FR
S	Commence par	Expression du visage qui marque le plaisir ou l'amusement.	Sourire	Definición	Difícil	FR
T	Commence par	Personne qui a vu ou entendu un fait et peut le rapporter.	Témoin	Definición	Difícil	FR
T	Commence par	Travail précis qui doit être accompli dans un temps donné.	Tâche	Definición	Difícil	FR
T	Commence par	Chemin parcouru pour aller d'un point à un autre.	Trajet	Definición	Difícil	FR
U	Commence par	Nécessité d'agir très vite pour éviter un danger.	Urgence	Definición	Difícil	FR
U	Commence par	Détérioration d'un objet par un usage prolongé.	Usure	Definición	Difícil	FR
U	Commence par	Qui peut servir à quelque chose; avantageux.	Utile	Definición	Difícil	FR
V	Commence par	Déplacement effectué vers un lieu éloigné pour le plaisir.	Voyage	Definición	Difícil	FR
V	Commence par	Ce qui est vrai, par opposition au mensonge o à l'erreur.	Vérité	Definición	Difícil	FR
V	Commence par	Grandeur qui mesure la rapidité d'un mouvement.	Vitesse	Definición	Difícil	FR
W	Commence par	Voiture d'un train destinée au transport.	Wagon	Definición	Difícil	FR
W	Commence par	Période de repos à la fin de la semaine.	Week-end	Definición	Difícil	FR
W	Commence par	Système de pages publiques reliées par Internet.	Web	Definición	Difícil	FR
X	Contient la	Épreuve qui sert à vérifier les connaissances d'un élève.	Examen	Definición	Difícil	FR
X	Contient la	Action de s'entraîner pour améliorer une compétence.	Exercice	Definición	Difícil	FR
X	Contient la	Bannissement d'une personne hors de sa patrie.	Exil	Definición	Difícil	FR
Y	Commence par	Produit laitier fermenté, souvent blanc et crémeux.	Yaourt	Definición	Difícil	FR
Y	Commence par	Organes de la vision (pluriel d'œil).	Yeux	Definición	Difícil	FR
Y	Commence par	Discipline indienne visant à l'harmonie du corps et de l'esprit.	Yoga	Definición	Difícil	FR
Z	Commence par	Ardeur et enthousiasme mis au service d'une cause.	Zèle	Definición	Difícil	FR
Z	Commence par	Surface de terrain qui a des caractéristiques particulières.	Zone	Definición	Difícil	FR
Z	Commence par	Ligne qui change de direction alternativement à gauche et à droite.	Zigzag	Definición	Difícil	FR
						
A	Empieza por	Vehículo de gran tamaño con alas que sirve para viajar por el cielo.	Avión	General	Fácil	ES
A	Empieza por	Joya redonda de metal que se pone en los dedos de la mano.	Anillo	General	Fácil	ES
A	Empieza por	Animal de ocho patas conocido por tejer telarañas.	Araña	General	Fácil	ES
B	Empieza por	Vehículo ecológico de dos ruedas que se mueve al pedalear.	Bicicleta	General	Fácil	ES
B	Empieza por	Recipiente, generalmente de plástico o cristal, que sirve para guardar líquidos como el agua.	Botella	General	Fácil	ES
B	Empieza por	Prenda de vestir de lana o tela que se pone alrededor del cuello para protegerlo del frío.	Bufanda	General	Fácil	ES
C	Empieza por	Mueble con colchón, sábanas y almohada donde dormimos por las noches.	Cama	General	Fácil	ES
C	Empieza por	Edificio o lugar donde viven las personas con su familia.	Casa	General	Fácil	ES
C	Empieza por	Vehículo a motor con cuatro ruedas que usamos para movernos por la ciudad o carretera.	Coche	General	Fácil	ES
D	Empieza por	Cada uno de los cinco apéndices alargados que tenemos en las manos y en los pies.	Dedo	General	Fácil	ES
D	Empieza por	El último día de la semana, que suele ser de descanso.	Domingo	General	Fácil	ES
D	Empieza por	Reptil gigante que vivió hace millones de años y que ya está extinguido.	Dinosaurio	General	Fácil	ES
E	Empieza por	Animal terrestre más grande del mundo, conocido por sus grandes orejas y su larga trompa.	Elefante	General	Fácil	ES
E	Empieza por	Lugar al que van los niños todos los días para aprender y estudiar.	Escuela	General	Fácil	ES
E	Empieza por	Astro brillante que podemos ver en el cielo por las noches.	Estrella	General	Fácil	ES
F	Empieza por	El mes más corto del año, que suele tener 28 días.	Febrero	General	Fácil	ES
F	Empieza por	Emisión de luz y calor producida por algo que se quema, de color naranja o rojo.	Fuego	General	Fácil	ES
F	Empieza por	Fruta de color rojo, pequeña y dulce, que tiene sus pepitas por fuera.	Fresa	General	Fácil	ES
G	Empieza por	Animal felino doméstico que maúlla y al que le gusta atrapar ratones.	Gato	General	Fácil	ES
G	Empieza por	Objeto con dos cristales y unas patillas que usamos para ver mejor o protegernos del sol.	Gafas	General	Fácil	ES
G	Empieza por	Instrumento musical de madera que se toca rasgueando sus seis cuerdas.	Guitarra	General	Fácil	ES
H	Empieza por	Alimento ovalado y con cáscara que ponen las gallinas.	Huevo	General	Fácil	ES
H	Empieza por	Agua que se ha vuelto sólida y muy fría por estar a temperaturas bajo cero.	Hielo	General	Fácil	ES
H	Empieza por	Insecto muy pequeño y trabajador que vive en colonias bajo tierra.	Hormiga	General	Fácil	ES
I	Empieza por	Porción de tierra que está completamente rodeada de agua por todas partes.	Isla	General	Fácil	ES
I	Empieza por	Estación del año más fría, en la que cae la nieve.	Invierno	General	Fácil	ES
I	Empieza por	Edificio religioso al que van los cristianos para rezar o ir a misa.	Iglesia	General	Fácil	ES
J	Empieza por	Animal salvaje africano que tiene el cuello muy largo para llegar a las hojas altas.	Jirafa	General	Fácil	ES
J	Empieza por	El cuarto día de la semana, que va antes del viernes.	Jueves	General	Fácil	ES
J	Empieza por	Producto que hace espuma con el agua y que usamos para lavarnos las manos o el cuerpo.	Jabón	General	Fácil	ES
K	Empieza por	Medida de peso muy común que equivale a mil gramos.	Kilo	General	Fácil	ES
K	Empieza por	Animal australiano parecido a un osito de peluche que duerme mucho y come eucalipto.	Koala	General	Fácil	ES
K	Empieza por	Fruta pequeña con la piel marrón y peluda, y el interior de color verde brillante.	Kiwi	General	Fácil	ES
L	Empieza por	El satélite natural de la Tierra que brilla en el cielo por la noche.	Luna	General	Fácil	ES
L	Empieza por	Fruta cítrica de color amarillo que es muy ácida.	Limón	General	Fácil	ES
L	Empieza por	Fiera salvaje de la sábana africana que tiene una gran melena y ruge.	León	General	Fácil	ES
M	Empieza por	Parte del cuerpo que termina en los cinco dedos y sirve para agarrar cosas.	Mano	General	Fácil	ES
M	Empieza por	Mueble plano con cuatro patas sobre el que ponemos los platos para comer.	Mesa	General	Fácil	ES
M	Empieza por	Fruta redonda que puede ser roja, verde o amarilla, muy presente en los cuentos.	Manzana	General	Fácil	ES
N	Empieza por	Parte de la cara que tiene dos agujeros y nos sirve para oler y respirar.	Nariz	General	Fácil	ES
N	Empieza por	Masa de vapor de agua de color blanco o gris que flota en el cielo.	Nube	General	Fácil	ES
N	Empieza por	El color de la noche o del carbón.	Negro	General	Fácil	ES
Ñ	Contiene la	Persona en sus primeros años de vida, desde que nace hasta que llega a la pubertad.	Niño	General	Fácil	ES
Ñ	Contiene la	Fruta tropical amarilla, muy dulce, que tiene una corona de hojas verdes puntiagudas.	Piña	General	Fácil	ES
Ñ	Contiene la	Trozo de tela o papel que sirve para limpiarse la nariz o el sudor.	Pañuelo	General	Fácil	ES
O	Empieza por	Gran masa de agua salada que cubre la mayor parte del planeta Tierra.	Océano	General	Fácil	ES
O	Empieza por	Órgano de la cara que nos permite ver todo lo que nos rodea.	Ojo	General	Fácil	ES
O	Empieza por	Animal salvaje, grande y peludo, al que le encanta comer miel.	Oso	General	Fácil	ES
P	Empieza por	Animal doméstico de cuatro patas que ladra y mueve la cola cuando está contento.	Perro	General	Fácil	ES
P	Empieza por	Prenda de vestir que cubre las piernas, generalmente desde la cintura hasta los tobillos.	Pantalón	General	Fácil	ES
P	Empieza por	Animal que tiene el cuerpo cubierto de plumas y alas para volar.	Pájaro	General	Fácil	ES
Q	Empieza por	Alimento salado que se hace con leche de vaca, oveja o cabra.	Queso	General	Fácil	ES
Q	Empieza por	El número que va exactamente después del catorce.	Quince	General	Fácil	ES
Q	Empieza por	Herida dolorosa en la piel causada por tocar algo muy caliente o por el fuego.	Quemadura	General	Fácil	ES
R	Empieza por	Animal pequeño roedor, con bigotes y cola larga, al que le gusta el queso.	Ratón	General	Fácil	ES
R	Empieza por	Aparato que llevamos en la muñeca o colgamos en la pared para saber qué hora es.	Reloj	General	Fácil	ES
R	Empieza por	Flor muy bonita y romántica que tiene espinas en su tallo.	Rosa	General	Fácil	ES
S	Empieza por	Mueble con respaldo y cuatro patas que sirve para sentarse.	Silla	General	Fácil	ES
S	Empieza por	Reptil largo y sin patas que se arrastra por el suelo para moverse.	Serpiente	General	Fácil	ES
S	Empieza por	Astro que brilla en el cielo por el día y nos da luz y mucho calor en verano.	Sol	General	Fácil	ES
T	Empieza por	Aparato que sirve para hablar a distancia con otras personas o usar internet.	Teléfono	General	Fácil	ES
T	Empieza por	Medio de transporte largo formado por una locomotora y varios vagones.	Tren	General	Fácil	ES
T	Empieza por	Utensilio de mesa con tres o cuatro púas que usamos para pinchar la comida.	Tenedor	General	Fácil	ES
U	Empieza por	Fruta pequeña y redonda, verde o morada, que crece en racimos.	Uva	General	Fácil	ES
U	Empieza por	Parte dura que crece en la punta de los dedos de las manos y los pies.	Uña	General	Fácil	ES
U	Empieza por	El primer número entero de todos.	Uno	General	Fácil	ES
V	Empieza por	Animal de granja que come hierba, hace "mu" y nos da leche.	Vaca	General	Fácil	ES
V	Empieza por	Prenda de vestir, generalmente femenina, de una sola pieza que cubre cuerpo y piernas.	Vestido	General	Fácil	ES
V	Empieza por	Aire que se mueve con fuerza en la calle y que mueve las hojas de los árboles.	Viento	General	Fácil	ES
W	Empieza por	Deporte que se juega en una piscina donde dos equipos intentan meter gol con una pelota.	Waterpolo	General	Fácil	ES
W	Contiene la	Sistema de red inalámbrica que usamos en casa o en el móvil para conectarnos a internet.	Wifi	General	Fácil	ES
W	Empieza por	Red informática mundial por la que navegamos todos los días (World Wide...).	Web	General	Fácil	ES
X	Empieza por	Instrumento musical formado por láminas de madera o metal que se tocan con dos palillos.	Xilófono	General	Fácil	ES
X	Contiene la	Coche de servicio público, generalmente blanco, con conductor que nos lleva donde le digamos.	Taxi	General	Fácil	ES
X	Contiene la	Deporte de combate en el que dos personas luchan golpeándose solo con los puños enfundados en guantes.	Boxeo	General	Fácil	ES
Y	Empieza por	Parte amarilla que está en el centro de un huevo.	Yema	General	Fácil	ES
Y	Empieza por	Postre de leche fermentada muy rico que solemos comer con una cuchara.	Yogur	General	Fácil	ES
Y	Empieza por	Barco privado y de lujo que la gente usa para navegar por placer.	Yate	General	Fácil	ES
Z	Empieza por	Calzado resistente que nos ponemos en los pies para salir a la calle.	Zapato	General	Fácil	ES
Z	Empieza por	Animal salvaje del bosque que se parece a un perro, es de color rojizo y muy astuto.	Zorro	General	Fácil	ES
Z	Empieza por	Hortaliza de color naranja, alargada, que es la comida favorita de los conejos.	Zanahoria	General	Fácil	ES
A	Empieza por	Famoso conjunto monumental de palacios y jardines de origen andalusí situado en Granada.	Alhambra	General	Medio	ES
A	Empieza por	Técnica pictórica que emplea colores diluidos en agua sobre papel o cartulina.	Acuarela	General	Medio	ES
A	Empieza por	Clase de animal vertebrado que puede vivir tanto en el agua como en la tierra, como la rana o el sapo.	Anfibio	General	Medio	ES
B	Empieza por	Estilo artístico y cultural del siglo XVII caracterizado por la ornamentación excesiva y el contraste de luces y sombras.	Barroco	General	Medio	ES
B	Empieza por	Nombre de la torre bíblica cuya construcción, según el Génesis, provocó la confusión de las lenguas de la humanidad.	Babel	General	Medio	ES
B	Empieza por	Planta de tallo largo y leñoso, originaria de Asia, que constituye el alimento principal de los osos panda.	Bambú	General	Medio	ES
C	Empieza por	Apellido del ilustre escritor español, máxima figura de nuestra literatura y autor de "Don Quijote de la Mancha".	Cervantes	General	Medio	ES
C	Empieza por	Famoso e imponente anfiteatro de la época del Imperio romano, situado en el centro de Roma.	Coliseo	General	Medio	ES
C	Empieza por	Energía que posee un cuerpo a causa de su movimiento físico.	Cinética	General	Medio	ES
D	Empieza por	Apellido del famoso pintor surrealista español, autor de obras como "La persistencia de la memoria".	Dalí	General	Medio	ES
D	Empieza por	Sistema político que defiende la soberanía del pueblo y su derecho a elegir a sus gobernantes mediante el voto.	Democracia	General	Medio	ES
D	Empieza por	Terreno de forma triangular comprendido entre los brazos de un río en su desembocadura, como el del Nilo o el Ebro.	Delta	General	Medio	ES
E	Empieza por	Fenómeno astronómico que se produce cuando un cuerpo celeste oculta a otro transitoriamente, proyectando su sombra.	Eclipse	General	Medio	ES
E	Empieza por	Criatura mitológica con cabeza humana y cuerpo de león, muy famosa por su gran estatua en el antiguo Egipto.	Esfinge	General	Medio	ES
E	Empieza por	Nombre de la montaña más alta del mundo sobre el nivel del mar, situada en la cordillera del Himalaya.	Everest	General	Medio	ES
F	Empieza por	Proceso químico que tiene lugar en las plantas con clorofila y que permite transformar la luz solar en energía.	Fotosíntesis	General	Medio	ES
F	Empieza por	Título que recibían los antiguos reyes de Egipto, considerados como dioses en la Tierra.	Faraón	General	Medio	ES
F	Empieza por	Ave zancuda de plumaje rosado, o género musical y de danza tradicional originario de Andalucía.	Flamenco	General	Medio	ES
G	Empieza por	Hombre que en los juegos públicos de la antigua Roma combatía con armas contra otros hombres o animales salvajes.	Gladiador	General	Medio	ES
G	Empieza por	Agrupación de estrellas, polvo cósmico y materia oscura en el espacio; nuestro sistema solar pertenece a la Vía Láctea.	Galaxia	General	Medio	ES
G	Empieza por	Apellido del genial pintor aragonés, autor de obras maestras como "El tres de mayo" y "La maja desnuda".	Goya	General	Medio	ES
H	Empieza por	Nombre del antiguo poeta griego al que se atribuye la autoría de las epopeyas de la "Ilíada" y la "Odisea".	Homero	General	Medio	ES
H	Empieza por	Cada una de las dos mitades de una esfera, como las que dividen a la Tierra por la línea del ecuador.	Hemisferio	General	Medio	ES
H	Empieza por	Gran cordillera montañosa de Asia donde se encuentran los picos más altos del planeta Tierra.	Himalaya	General	Medio	ES
I	Empieza por	Nombre del antiguo imperio y civilización precolombina que se asentó principalmente en el territorio del actual Perú.	Inca	General	Medio	ES
I	Empieza por	Propiedad de los cuerpos físicos de mantener su estado de reposo o movimiento constante si no actúa ninguna fuerza sobre ellos.	Inercia	General	Medio	ES
I	Empieza por	Refugio construido con bloques de hielo o nieve endurecida en forma de cúpula, típico de los esquimales.	Iglú	General	Medio	ES
J	Empieza por	País asiático compuesto por miles de islas, conocido como "el país del sol naciente", cuya capital es Tokio.	Japón	General	Medio	ES
J	Empieza por	El planeta más grande del sistema solar y el quinto en orden de lejanía al Sol.	Júpiter	General	Medio	ES
J	Empieza por	Artista ambulante que en la Edad Media recitaba poesía, cantaba o hacía malabares ante el público para entretener.	Juglar	General	Medio	ES
K	Empieza por	Apellido del célebre escritor y filósofo bohemio en lengua alemana, autor de la novela "La metamorfosis".	Kafka	General	Medio	ES
K	Empieza por	En la religión budista y el hinduismo, creencia según la cual los actos de una persona determinan su destino en la próxima reencarnación.	Karma	General	Medio	ES
K	Empieza por	Término que designaba a los pilotos suicidas de la aviación militar japonesa durante la Segunda Guerra Mundial.	Kamikaze	General	Medio	ES
L	Empieza por	Nombre de pila del polímata y genio renacentista italiano, autor del cuadro "La Gioconda" o "Mona Lisa" (... Da Vinci).	Leonardo	General	Medio	ES
L	Empieza por	Capa sólida y exterior de la Tierra, formada por la corteza terrestre y la parte superior del manto.	Litosfera	General	Medio	ES
L	Empieza por	Lengua clásica de la antigua Roma de la que derivan idiomas como el español, el francés y el italiano.	Latín	General	Medio	ES
M	Empieza por	Región histórica de Oriente Medio situada entre los ríos Tigris y Éufrates, considerada una de las cunas de la civilización.	Mesopotamia	General	Medio	ES
M	Empieza por	Clase de animal vertebrado y de sangre caliente cuyas crías se alimentan de la leche de sus madres.	Mamífero	General	Medio	ES
M	Empieza por	Apellido del genial compositor austriaco del periodo clásico, conocido como un niño prodigio de la música (Wolfgang Amadeus...).	Mozart	General	Medio	ES
N	Empieza por	Río africano que atraviesa Egipto y es uno de los más largos del mundo, fundamental para la civilización del Antiguo Egipto.	Nilo	General	Medio	ES
N	Empieza por	Tipo de célula fundamental del sistema nervioso central, encargada de recibir y transmitir los impulsos nerviosos.	Neurona	General	Medio	ES
N	Empieza por	Apellido del químico sueco que inventó la dinamita y cedió su fortuna para crear los premios internacionales más prestigiosos.	Nobel	General	Medio	ES
Ñ	Contiene la	Estación del año que comienza en septiembre en el hemisferio norte y se caracteriza por la caída de las hojas de los árboles.	Otoño	General	Medio	ES
Ñ	Contiene la	Gran espacio de tierra llana, generalmente dedicado al cultivo o la labranza.	Campiña	General	Medio	ES
Ñ	Contiene la	Lengua romance derivada del latín que se originó en la península ibérica y hoy hablan millones de personas en América.	Español	General	Medio	ES
O	Empieza por	Competiciones deportivas internacionales de múltiples disciplinas que se celebran cada cuatro años desde la antigua Grecia.	Olimpiadas	General	Medio	ES
O	Empieza por	Gas natural cuyas moléculas tienen tres átomos de oxígeno y que forma una capa protectora contra la radiación ultravioleta.	Ozono	General	Medio	ES
O	Empieza por	Conjunto numeroso de músicos que interpretan obras musicales sinfónicas con diversos instrumentos, habitualmente bajo la batuta de un director.	Orquesta	General	Medio	ES
P	Empieza por	Nombre del gigantesco supercontinente que existió hace millones de años y que agrupaba la mayor parte de las tierras emergidas del planeta.	Pangea	General	Medio	ES
P	Empieza por	Apellido del universal pintor malagueño, co-creador del cubismo y autor del "Guernica".	Picasso	General	Medio	ES
